Miejscowość,Parafia,Rodzaj Księgi,Rok od,Rok do,voivodeship,parish_id
Chodzież,Chodzież,Zgony,1821,1844,wielkopolskie,12644
Chodzież (ewang.),Chodzież (ewang.),Chrzty,1818,1824,wielkopolskie,17152
Chodzież (ewang.),Chodzież (ewang.),Śluby,1818,1824,wielkopolskie,17153
Chojnica,Chojnica,Chrzty,1651,1816,wielkopolskie,15673
Chojnica,Chojnica,Śluby,1643,1891,wielkopolskie,1155
Chojnica,Chojnica,Zgony,1682,1816,wielkopolskie,15674
Choryń,Choryń,Chrzty,1818,1875,wielkopolskie,16871
Choryń,Choryń,Śluby,1818,1875,wielkopolskie,16872
Choryń,Choryń,Zgony,1818,1875,wielkopolskie,16873
Ciążeń,Ciążeń,Chrzty,1562,1903,wielkopolskie,12585
Ciążeń,Ciążeń,Śluby,1562,1912,wielkopolskie,12446
Ciążeń,Ciążeń,Zgony,1655,1912,wielkopolskie,12540
Cienin Kościelny,Cienin Kościelny,Chrzty,1808,1926,wielkopolskie,12482
Cienin Kościelny,Cienin Kościelny,Śluby,1808,1939,wielkopolskie,11907
Cienin Kościelny,Cienin Kościelny,Zgony,1808,1865,wielkopolskie,12483
Czacz,Czacz,Chrzty,1600,1868,wielkopolskie,16263
Czacz,Czacz,Śluby,1598,1811,wielkopolskie,16264
Czacz,Czacz,Zgony,1643,1869,wielkopolskie,16265
Czempiń,Czempiń,Chrzty,1900,1901,wielkopolskie,16111
Czempiń USC obwód miejski,Czempiń USC obwód miejski,Chrzty,1874,1917,wielkopolskie,15173
Czempiń USC obwód miejski,Czempiń USC obwód miejski,Śluby,1874,1935,wielkopolskie,15174
Czempiń USC obwód miejski,Czempiń USC obwód miejski,Zgony,1906,1935,wielkopolskie,15175
Czempiń USC obwód wiejski,Czempiń USC obwód wiejski,Chrzty,1874,1876,wielkopolskie,15176
Czempiń USC obwód wiejski,Czempiń USC obwód wiejski,Śluby,1874,1876,wielkopolskie,16874
Czempiń USC obwód wiejski,Czempiń USC obwód wiejski,Zgony,1874,1874,wielkopolskie,16875
Czerlejno,Czerlejno,Śluby,1690,1904,wielkopolskie,136
Czerlejno,Czerlejno,Zgony,1801,1820,wielkopolskie,11535
Czermin,Czermin,Śluby,1775,1795,wielkopolskie,12732
Czerniejewo,Czerniejewo,Śluby,1900,1900,wielkopolskie,11900
Czerwona Wieś,Czerwona Wieś,Chrzty,1866,1874,wielkopolskie,16876
Czerwona Wieś,Czerwona Wieś,Śluby,1866,1874,wielkopolskie,16877
Czerwona Wieś,Czerwona Wieś,Zgony,1866,1874,wielkopolskie,16878
Czerwonak (pow. poznański) USC,Czerwonak (pow. poznański) USC,Zgony,1939,1939,wielkopolskie,14326
Czeszewo (pow. wrzesiński),Czeszewo (pow. wrzesiński),Chrzty,1692,1918,wielkopolskie,7288
Czeszewo (pow. wrzesiński),Czeszewo (pow. wrzesiński),Śluby,1710,1945,wielkopolskie,7223
Czeszewo (pow. wrzesiński),Czeszewo (pow. wrzesiński),Zgony,1691,1938,wielkopolskie,7278
Dalewo,Dalewo,Chrzty,1810,1873,wielkopolskie,16809
Dalewo,Dalewo,Śluby,1810,1873,wielkopolskie,16810
Dalewo,Dalewo,Zgony,1810,1873,wielkopolskie,16811
Dalewo USC,Dalewo USC,Chrzty,1874,1917,wielkopolskie,16812
Dalewo USC,Dalewo USC,Śluby,1878,1935,wielkopolskie,16813
Dalewo USC,Dalewo USC,Zgony,1875,1935,wielkopolskie,16814
Dąbie,Dąbie,Chrzty,1808,1865,wielkopolskie,2027
Dąbie,Dąbie,Śluby,1810,1865,wielkopolskie,2028
Dąbie,Dąbie,Zgony,1808,1865,wielkopolskie,2029
Dąbie (ewang.),Dąbie (ewang.),Chrzty,1826,1856,wielkopolskie,2584
Dąbie (ewang.),Dąbie (ewang.),Śluby,1826,1856,wielkopolskie,2585
Dąbie (ewang.),Dąbie (ewang.),Zgony,1826,1856,wielkopolskie,2586
Dąbie (mojż.),Dąbie (mojż.),Chrzty,1826,1911,wielkopolskie,17057
Dąbie (mojż.),Dąbie (mojż.),Śluby,1826,1911,wielkopolskie,17058
Dąbie (mojż.),Dąbie (mojż.),Zgony,1826,1911,wielkopolskie,17059
Dąbroszyn,Dąbroszyn,Chrzty,1744,1798,wielkopolskie,6733
Dąbroszyn,Dąbroszyn,Śluby,1742,1792,wielkopolskie,6734
Dąbroszyn,Dąbroszyn,Zgony,1745,1796,wielkopolskie,13226
Dębe,Dębe,Chrzty,1764,1820,wielkopolskie,13395
Dębe,Dębe,Śluby,1764,1907,wielkopolskie,977
Dębno Królewskie,Dębno Królewskie,Zgony,1930,1940,wielkopolskie,4082
Dęby Szlacheckie,Dęby Szlacheckie,Chrzty,1809,1874,wielkopolskie,2847
Dęby Szlacheckie,Dęby Szlacheckie,Śluby,1809,1867,wielkopolskie,2846
Dęby Szlacheckie,Dęby Szlacheckie,Zgony,1809,1867,wielkopolskie,2818
Długa Goślina,Długa Goślina,Śluby,1795,1799,wielkopolskie,16430
Dłużyna,Dłużyna,Chrzty,1742,1818,wielkopolskie,14445
Dłużyna,Dłużyna,Śluby,1742,1799,wielkopolskie,14446
Dłużyna,Dłużyna,Zgony,1742,1818,wielkopolskie,14447
Dobra,Dobra,Chrzty,1866,1875,wielkopolskie,2338
Dobra,Dobra,Śluby,1729,1875,wielkopolskie,2316
Dobra,Dobra,Zgony,1866,1875,wielkopolskie,2317
Dobrosołowo,Dobrosołowo,Chrzty,1868,1872,wielkopolskie,17060
Dobrosołowo,Dobrosołowo,Śluby,1868,1936,wielkopolskie,14879
Dobrosołowo,Dobrosołowo,Zgony,1868,1872,wielkopolskie,17061
Dobrów,Dobrów,Chrzty,1885,1923,wielkopolskie,14473
Dobrów,Dobrów,Śluby,1885,1923,wielkopolskie,14457
Dobrów,Dobrów,Zgony,1885,1923,wielkopolskie,14472
Dobrzyca (ewang.),Dobrzyca (ewang.),Chrzty,1866,1874,wielkopolskie,1522
Dobrzyca (ewang.),Dobrzyca (ewang.),Śluby,1866,1874,wielkopolskie,1541
Dobrzyca (ewang.),Dobrzyca (ewang.),Zgony,1866,1874,wielkopolskie,1523
Dolsk,Dolsk,Chrzty,1844,1853,wielkopolskie,1635
Dolsk USC,Dolsk USC,Chrzty,1877,1917,wielkopolskie,16815
Dolsk USC,Dolsk USC,Śluby,1877,1935,wielkopolskie,16816
Dolsk USC,Dolsk USC,Zgony,1877,1935,wielkopolskie,16817
Domachowo,Domachowo,Chrzty,1606,1685,wielkopolskie,12423
Domachowo,Domachowo,Śluby,1603,1679,wielkopolskie,12424
Donaborów,Donaborów,Chrzty,1818,1855,wielkopolskie,5625
Donaborów,Donaborów,Śluby,1818,1855,wielkopolskie,5626
Donaborów,Donaborów,Zgony,1818,1855,wielkopolskie,5627
Dopiewo,Dopiewo,Chrzty,1583,1786,wielkopolskie,14631
Dopiewo,Dopiewo,Śluby,1586,1786,wielkopolskie,14632
Dopiewo,Dopiewo,Zgony,1649,1786,wielkopolskie,14633
Doruchów,Doruchów,Chrzty,1726,1882,wielkopolskie,497
Doruchów,Doruchów,Śluby,1756,1878,wielkopolskie,84
Doruchów,Doruchów,Zgony,1756,1884,wielkopolskie,498
Dubin USC,Dubin USC,Śluby,1875,1875,wielkopolskie,15177
Duszniki,Duszniki,Chrzty,1624,1808,wielkopolskie,12376
Duszniki,Duszniki,Śluby,1730,1859,wielkopolskie,12377
Duszniki,Duszniki,Zgony,1666,1808,wielkopolskie,12378
Duszniki (ewang.),Duszniki (ewang.),Chrzty,1866,1874,wielkopolskie,12530
Duszniki (ewang.),Duszniki (ewang.),Śluby,1866,1874,wielkopolskie,12531
Duszniki (ewang.),Duszniki (ewang.),Zgony,1866,1874,wielkopolskie,12532
Duszno,Duszno,Chrzty,1821,1827,wielkopolskie,16250
Duszno,Duszno,Zgony,1814,1827,wielkopolskie,16251
Dziekanowice,Dziekanowice,Zgony,1847,1847,wielkopolskie,17004
Dzierzbice,Dzierzbice,Chrzty,1779,1903,wielkopolskie,1481
Dzierzbice,Dzierzbice,Śluby,1779,1885,wielkopolskie,1460
Dzierzbice,Dzierzbice,Zgony,1779,1887,wielkopolskie,1482
Dźwierszno Wielkie,Dźwierszno Wielkie,Śluby,1879,1899,wielkopolskie,12609
Dźwierszno Wielkie,Dźwierszno Wielkie,Zgony,1877,1904,wielkopolskie,12735
Dźwierszno Wielkie USC,Dźwierszno Wielkie USC,Chrzty,1900,1901,wielkopolskie,9458
Dźwierszno Wielkie USC,Dźwierszno Wielkie USC,Śluby,1900,1920,wielkopolskie,9459
Dźwierszno Wielkie USC,Dźwierszno Wielkie USC,Zgony,1900,1914,wielkopolskie,9460
Fanianowo,Fanianowo,Śluby,1936,1939,wielkopolskie,11847
Fanianowo,Fanianowo,Zgony,1936,1943,wielkopolskie,11848
Galew,Galew,Chrzty,1920,1922,wielkopolskie,16581
Galew,Galew,Śluby,1920,1922,wielkopolskie,16582
Galew,Galew,Zgony,1920,1922,wielkopolskie,16583
Garzyn USC,Garzyn USC,Chrzty,1901,1911,wielkopolskie,16818
Garzyn USC,Garzyn USC,Śluby,1907,1911,wielkopolskie,16819
Garzyn USC,Garzyn USC,Zgony,1875,1911,wielkopolskie,16820
Giecz,Giecz,Śluby,1801,1901,wielkopolskie,137
Giewartów,Giewartów,Chrzty,1808,1811,wielkopolskie,12484
Giewartów,Giewartów,Śluby,1776,1811,wielkopolskie,12485
Giżyce (pow. ostrzeszowski),Giżyce (pow. ostrzeszowski),Chrzty,1741,1795,wielkopolskie,11673
Giżyce (pow. ostrzeszowski),Giżyce (pow. ostrzeszowski),Śluby,1741,1794,wielkopolskie,11846
Glesno,Glesno,Chrzty,1854,1885,wielkopolskie,8300
Glesno,Glesno,Śluby,1900,1920,wielkopolskie,11901
Głuchowo (pow. kościański) USC,Głuchowo (pow. kościański) USC,Chrzty,1906,1917,wielkopolskie,15178
Głuchowo (pow. kościański) USC,Głuchowo (pow. kościański) USC,Śluby,1906,1935,wielkopolskie,15179
Głuchowo (pow. kościański) USC,Głuchowo (pow. kościański) USC,Zgony,1906,1935,wielkopolskie,15180
Głuchów (pow. turecki),Głuchów (pow. turecki),Chrzty,1808,1843,wielkopolskie,3183
Głuchów (pow. turecki),Głuchów (pow. turecki),Zgony,1808,1843,wielkopolskie,3193
Głuszyna,Głuszyna,Chrzty,1743,1829,wielkopolskie,12450
Głuszyna,Głuszyna,Śluby,1744,1829,wielkopolskie,12451
Głuszyna,Głuszyna,Zgony,1743,1829,wielkopolskie,12452
Gniezno parafia wojskowa św. Stanisława,Gniezno parafia wojskowa św. Stanisława,Śluby,1926,1939,wielkopolskie,10700
Gniezno św. Trójcy - Fara,Gniezno św. Trójcy - Fara,Śluby,1900,1909,wielkopolskie,12752
Gniezno św. Wawrzyńca,Gniezno św. Wawrzyńca,Śluby,1900,1919,wielkopolskie,12753
Gnin,Gnin,Chrzty,1828,1900,wielkopolskie,12487
Gnin,Gnin,Śluby,1828,1835,wielkopolskie,12488
Gnin,Gnin,Zgony,1828,1871,wielkopolskie,12489
Godziesze Wielkie,Godziesze Wielkie,Chrzty,1812,1850,wielkopolskie,1813
Godziesze Wielkie,Godziesze Wielkie,Śluby,1844,1850,wielkopolskie,1814
Godziesze Wielkie,Godziesze Wielkie,Zgony,1844,1850,wielkopolskie,1815
Gogolewo,Gogolewo,Śluby,1781,1805,wielkopolskie,15289
Golina (pow. koniński),Golina (pow. koniński),Chrzty,1868,1900,wielkopolskie,16128
Golina (pow. koniński),Golina (pow. koniński),Śluby,1865,1900,wielkopolskie,16129
Golina (pow. koniński),Golina (pow. koniński),Zgony,1868,1900,wielkopolskie,16130
Goliszew,Goliszew,Chrzty,1843,1865,wielkopolskie,1654
Goliszew,Goliszew,Śluby,1843,1875,wielkopolskie,451
Goliszew,Goliszew,Zgony,1843,1865,wielkopolskie,1653
Gołańcz,Gołańcz,Chrzty,1614,1776,wielkopolskie,7763
Gołańcz,Gołańcz,Śluby,1748,1770,wielkopolskie,8136
Gołańcz,Gołańcz,Zgony,1711,1788,wielkopolskie,8153
Gołębin Stary,Gołębin Stary,Chrzty,1808,1865,wielkopolskie,16821
Gołębin Stary,Gołębin Stary,Śluby,1808,1865,wielkopolskie,16822
Gołębin Stary,Gołębin Stary,Zgony,1808,1865,wielkopolskie,16823
Gołuchów,Gołuchów,Chrzty,1742,1792,wielkopolskie,6426
Gołuchów,Gołuchów,Śluby,1742,1800,wielkopolskie,14880
Gołuchów,Gołuchów,Zgony,1742,1751,wielkopolskie,15017
Gorzyczki (pow. kościański) USC,Gorzyczki (pow. kościański) USC,Chrzty,1877,1918,wielkopolskie,15181
Gorzyczki (pow. kościański) USC,Gorzyczki (pow. kościański) USC,Śluby,1877,1935,wielkopolskie,15182
Gorzyczki (pow. kościański) USC,Gorzyczki (pow. kościański) USC,Zgony,1877,1935,wielkopolskie,15693
Gostyczyna,Gostyczyna,Chrzty,1769,1899,wielkopolskie,6375
Gostyczyna,Gostyczyna,Śluby,1769,1874,wielkopolskie,6376
Gostyczyna,Gostyczyna,Zgony,1769,1874,wielkopolskie,6377
Gostyń,Gostyń,Chrzty,1844,1874,wielkopolskie,16979
Gostyń,Gostyń,Śluby,1844,1872,wielkopolskie,16980
Gostyń,Gostyń,Zgony,1844,1874,wielkopolskie,16981
Gostyń USC,Gostyń USC,Chrzty,1874,1914,wielkopolskie,15183
Gostyń USC,Gostyń USC,Śluby,1874,1900,wielkopolskie,16982
Gostyń USC,Gostyń USC,Zgony,1874,1914,wielkopolskie,15184
Gozdowo,Gozdowo,Chrzty,1824,1925,wielkopolskie,11350
Gozdowo,Gozdowo,Śluby,1741,1945,wielkopolskie,10093
Gozdowo,Gozdowo,Zgony,1850,1950,wielkopolskie,11486
Górzno,Górzno,Chrzty,1820,1830,wielkopolskie,17254
Górzno,Górzno,Śluby,1820,1830,wielkopolskie,17255
Górzno,Górzno,Zgony,1820,1830,wielkopolskie,17256
Grabienice,Grabienice,Śluby,1926,1931,wielkopolskie,11903
Graboszewo,Graboszewo,Chrzty,1850,1925,wielkopolskie,13311
Graboszewo,Graboszewo,Śluby,1900,1945,wielkopolskie,10094
Grabowo Królewskie,Grabowo Królewskie,Chrzty,1818,1900,wielkopolskie,14709
Grabowo Królewskie,Grabowo Królewskie,Śluby,1818,1945,wielkopolskie,10092
Grabowo Królewskie,Grabowo Królewskie,Zgony,1818,1873,wielkopolskie,14710
Granowo (pow. grodziski),Granowo (pow. grodziski),Chrzty,1778,1879,wielkopolskie,8990
Granowo (pow. grodziski),Granowo (pow. grodziski),Zgony,1866,1881,wielkopolskie,17109
Grodziec,Grodziec,Chrzty,1809,1867,wielkopolskie,2518
Grodziec,Grodziec,Śluby,1809,1867,wielkopolskie,2519
Grodziec,Grodziec,Zgony,1809,1866,wielkopolskie,12692
Grodzisk Wielkopolski,Grodzisk Wielkopolski,Chrzty,1590,1817,wielkopolskie,12429
Grodzisk Wielkopolski,Grodzisk Wielkopolski,Śluby,1604,1815,wielkopolskie,12430
Grodzisk Wielkopolski,Grodzisk Wielkopolski,Zgony,1719,2010,wielkopolskie,1062
Grodzisk Wielkopolski USC obwód miejski,Grodzisk Wielkopolski USC obwód miejski,Chrzty,1874,1911,wielkopolskie,12693
Grodzisk Wielkopolski USC obwód miejski,Grodzisk Wielkopolski USC obwód miejski,Śluby,1900,1938,wielkopolskie,12694
Grodzisk Wielkopolski USC obwód miejski,Grodzisk Wielkopolski USC obwód miejski,Zgony,1874,1938,wielkopolskie,12695
Grodzisko (pow. pleszewski),Grodzisko (pow. pleszewski),Chrzty,1778,1799,wielkopolskie,3712
Grodzisko (pow. pleszewski),Grodzisko (pow. pleszewski),Śluby,1777,1799,wielkopolskie,3713
Grodziszczko,Grodziszczko,Chrzty,1804,1817,wielkopolskie,7029
Grodziszczko,Grodziszczko,Śluby,1820,1890,wielkopolskie,138
Grodziszczko,Grodziszczko,Zgony,1875,1890,wielkopolskie,7030
Gromadno,Gromadno,Chrzty,1830,1840,wielkopolskie,8964
Gromadno,Gromadno,Śluby,1900,1920,wielkopolskie,11899
Grylewo,Grylewo,Śluby,1763,1779,wielkopolskie,16249
Gryżyna,Gryżyna,Chrzty,1830,1865,wielkopolskie,16824
Gryżyna,Gryżyna,Śluby,1830,1865,wielkopolskie,16825
Gryżyna,Gryżyna,Zgony,1830,1865,wielkopolskie,16826
Gryżyna USC,Gryżyna USC,Chrzty,1877,1909,wielkopolskie,16827
Gryżyna USC,Gryżyna USC,Śluby,1877,1920,wielkopolskie,15185
Gryżyna USC,Gryżyna USC,Zgony,1877,1920,wielkopolskie,15186
Grzegorzew,Grzegorzew,Chrzty,1810,1913,wielkopolskie,1721
Grzegorzew,Grzegorzew,Śluby,1810,1939,wielkopolskie,1733
Grzegorzew,Grzegorzew,Zgony,1810,1913,wielkopolskie,1720
Grzybowo,Grzybowo,Chrzty,1798,1925,wielkopolskie,12837
Grzybowo,Grzybowo,Śluby,1900,1945,wielkopolskie,10095
Grzybowo,Grzybowo,Zgony,1866,1950,wielkopolskie,12265
Grzymisław - Grzymysław USC,Grzymisław - Grzymysław USC,Chrzty,1876,1878,wielkopolskie,17005
Grzymisław - Grzymysław USC,Grzymisław - Grzymysław USC,Śluby,1876,1878,wielkopolskie,17006
Grzymisław - Grzymysław USC,Grzymisław - Grzymysław USC,Zgony,1876,1878,wielkopolskie,17007
Grzymiszew,Grzymiszew,Chrzty,1775,1913,wielkopolskie,9581
Grzymiszew,Grzymiszew,Śluby,1775,1913,wielkopolskie,9582
Grzymiszew,Grzymiszew,Zgony,1775,1913,wielkopolskie,9583
Gułtowy,Gułtowy,Chrzty,1795,1817,wielkopolskie,9507
Gułtowy,Gułtowy,Śluby,1795,1874,wielkopolskie,139
Gułtowy,Gułtowy,Zgony,1727,1902,wielkopolskie,9508
Iłówiec,Iłówiec,Chrzty,1633,1901,wielkopolskie,10599
Iłówiec,Iłówiec,Śluby,1642,1912,wielkopolskie,10600
Iłówiec,Iłówiec,Zgony,1797,1906,wielkopolskie,10601
Iwanowice (pow. kaliski),Iwanowice (pow. kaliski),Chrzty,1749,1783,wielkopolskie,11240
Iwno,Iwno,Chrzty,1784,1801,wielkopolskie,10698
Iwno,Iwno,Śluby,1784,1899,wielkopolskie,140
Iwno,Iwno,Zgony,1784,1800,wielkopolskie,10699
Jabłonna (ewang.),Jabłonna (ewang.),Chrzty,1848,1854,wielkopolskie,12493
Jabłonna (ewang.),Jabłonna (ewang.),Śluby,1848,1864,wielkopolskie,12494
Jabłonna (ewang.),Jabłonna (ewang.),Zgony,1848,1864,wielkopolskie,12495
Janiszew,Janiszew,Chrzty,1809,1848,wielkopolskie,3615
Janiszew,Janiszew,Śluby,1808,1848,wielkopolskie,3618
Janiszew,Janiszew,Zgony,1809,1848,wielkopolskie,4690
Janków Zaleśny,Janków Zaleśny,Chrzty,1810,1820,wielkopolskie,2910
Janków Zaleśny,Janków Zaleśny,Śluby,1700,1808,wielkopolskie,16735
Jarząbkowo,Jarząbkowo,Chrzty,1816,1816,wielkopolskie,5925
Jarząbkowo,Jarząbkowo,Śluby,1900,1925,wielkopolskie,10104
Jezierzyce Kościelne,Jezierzyce Kościelne,Chrzty,1821,1830,wielkopolskie,17175
Jezierzyce Kościelne,Jezierzyce Kościelne,Zgony,1821,1873,wielkopolskie,17151
Jeżewo,Jeżewo,Chrzty,1866,1874,wielkopolskie,14674
Jeżewo,Jeżewo,Śluby,1866,1874,wielkopolskie,14675
Jeżewo,Jeżewo,Zgony,1866,1874,wielkopolskie,14676
Jeżewo USC,Jeżewo USC,Zgony,1880,1880,wielkopolskie,17008
Jutrosin (ewang.),Jutrosin (ewang.),Chrzty,1866,1900,wielkopolskie,11238
Jutrosin (ewang.),Jutrosin (ewang.),Zgony,1869,1915,wielkopolskie,11738
Jutrosin USC,Jutrosin USC,Chrzty,1885,1907,wielkopolskie,11239
Jutrosin USC,Jutrosin USC,Śluby,1900,1913,wielkopolskie,9813
Kaczanowo,Kaczanowo,Chrzty,1899,1925,wielkopolskie,11734
Kaczanowo,Kaczanowo,Śluby,1900,1946,wielkopolskie,10091
Kalisz (ewang.),Kalisz (ewang.),Zgony,1866,1900,wielkopolskie,4807
Kalisz św. Józefa,Kalisz św. Józefa,Chrzty,1909,1909,wielkopolskie,7561
Kalisz św. Józefa,Kalisz św. Józefa,Zgony,1866,1869,wielkopolskie,3953
Kalisz św. Mikołaja,Kalisz św. Mikołaja,Chrzty,1841,1918,wielkopolskie,11007
Kalisz św. Mikołaja,Kalisz św. Mikołaja,Śluby,1841,1918,wielkopolskie,11031
Kalisz św. Mikołaja,Kalisz św. Mikołaja,Zgony,1841,1918,wielkopolskie,3952
Kalisz-Dobrzec św. Michała Archanioła,Kalisz-Dobrzec św. Michała Archanioła,Chrzty,1855,1923,wielkopolskie,10616
Kalisz-Dobrzec św. Michała Archanioła,Kalisz-Dobrzec św. Michała Archanioła,Śluby,1850,1940,wielkopolskie,11105
Kalisz-Dobrzec św. Michała Archanioła,Kalisz-Dobrzec św. Michała Archanioła,Zgony,1855,1939,wielkopolskie,11106
Kamieniec (pow. gnieźnieński),Kamieniec (pow. gnieźnieński),Śluby,1671,1786,wielkopolskie,6794
Kamieniec (pow. grodziski),Kamieniec (pow. grodziski),Chrzty,1810,1893,wielkopolskie,12835
Kamieniec (pow. grodziski),Kamieniec (pow. grodziski),Śluby,1810,1872,wielkopolskie,12836
Kamieniec (pow. grodziski),Kamieniec (pow. grodziski),Zgony,1810,1811,wielkopolskie,15330
Kamieniec (pow. grodziski) USC,Kamieniec (pow. grodziski) USC,Zgony,1874,1877,wielkopolskie,16779
Kawczyn USC,Kawczyn USC,Chrzty,1889,1918,wielkopolskie,15187
Kawczyn USC,Kawczyn USC,Śluby,1888,1935,wielkopolskie,15188
Kawczyn USC,Kawczyn USC,Zgony,1888,1935,wielkopolskie,15189
Kawnice,Kawnice,Śluby,1878,1884,wielkopolskie,2670
Kazimierz Biskupi,Kazimierz Biskupi,Chrzty,1803,1926,wielkopolskie,188
Kazimierz Biskupi,Kazimierz Biskupi,Śluby,1808,1933,wielkopolskie,189
Kazimierz Biskupi,Kazimierz Biskupi,Zgony,1808,1927,wielkopolskie,190
Kaźmierz,Kaźmierz,Chrzty,1780,1865,wielkopolskie,12068
Kaźmierz,Kaźmierz,Śluby,1780,1890,wielkopolskie,12069
Kaźmierz,Kaźmierz,Zgony,1780,1865,wielkopolskie,12070
Kąkolewo,Kąkolewo,Chrzty,1818,1827,wielkopolskie,12490
Kąkolewo,Kąkolewo,Śluby,1818,1827,wielkopolskie,12491
Kąkolewo,Kąkolewo,Zgony,1818,1827,wielkopolskie,12492
Kędzierzyn (pow. gnieźnieński),Kędzierzyn (pow. gnieźnieński),Śluby,1795,1799,wielkopolskie,10058
Kicin,Kicin,Chrzty,1748,1865,wielkopolskie,11082
Kicin,Kicin,Śluby,1777,1798,wielkopolskie,11083
Kiekrz,Kiekrz,Chrzty,1751,1868,wielkopolskie,15926
Kiekrz,Kiekrz,Śluby,1751,1868,wielkopolskie,15927
Kiekrz,Kiekrz,Zgony,1751,1867,wielkopolskie,15928
Kleczew,Kleczew,Chrzty,1822,1861,wielkopolskie,14726
Kleczew,Kleczew,Śluby,1822,1851,wielkopolskie,14727
Kleczew,Kleczew,Zgony,1818,1849,wielkopolskie,14728
Kleszczewo,Kleszczewo,Chrzty,1796,1809,wielkopolskie,14449
Kleszczewo,Kleszczewo,Śluby,1820,1874,wielkopolskie,142
Kleszczewo,Kleszczewo,Zgony,1796,1817,wielkopolskie,14382
Kluczewo USC (pow. kościański),Kluczewo USC (pow. kościański),Śluby,1874,1875,wielkopolskie,10064
Kłodawa,Kłodawa,Chrzty,1650,1769,wielkopolskie,2206
Kłodawa,Kłodawa,Śluby,1668,1865,wielkopolskie,2274
Kłodawa,Kłodawa,Zgony,1707,1767,wielkopolskie,2275
Kobylin USC,Kobylin USC,Chrzty,1912,1912,wielkopolskie,15190
Kobylin USC,Kobylin USC,Zgony,1874,1881,wielkopolskie,15191
Kokanin,Kokanin,Chrzty,1872,1881,wielkopolskie,525
Kokanin,Kokanin,Śluby,1872,1881,wielkopolskie,452
Kokanin,Kokanin,Zgony,1872,1881,wielkopolskie,526
Kolniczki,Kolniczki,Chrzty,1823,1826,wielkopolskie,7492
Kolniczki,Kolniczki,Śluby,1823,1826,wielkopolskie,7493
Kolniczki,Kolniczki,Zgony,1823,1826,wielkopolskie,7494
Kołaczkowo (pow. wrzesiński),Kołaczkowo (pow. wrzesiński),Chrzty,1818,1925,wielkopolskie,11820
Kołaczkowo (pow. wrzesiński),Kołaczkowo (pow. wrzesiński),Śluby,1818,1945,wielkopolskie,9259
Kołaczkowo (pow. wrzesiński),Kołaczkowo (pow. wrzesiński),Zgony,1818,1950,wielkopolskie,13052
Koło,Koło,Chrzty,1783,1920,wielkopolskie,2318
Koło,Koło,Śluby,1783,1940,wielkopolskie,2348
Koło,Koło,Zgony,1783,1889,wielkopolskie,2551
Koło (ewang.),Koło (ewang.),Chrzty,1864,1878,wielkopolskie,6135
Komorniki,Komorniki,Chrzty,1726,1900,wielkopolskie,13329
Komorniki,Komorniki,Śluby,1727,1834,wielkopolskie,13330
Komorniki,Komorniki,Zgony,1726,1834,wielkopolskie,13331
Konary pow. rawicki,Konary pow. rawicki,Chrzty,1837,1877,wielkopolskie,279
Konary pow. rawicki,Konary pow. rawicki,Śluby,1792,1919,wielkopolskie,278
Konary pow. rawicki,Konary pow. rawicki,Zgony,1711,1931,wielkopolskie,280
Konarzewo,Konarzewo,Chrzty,1715,1848,wielkopolskie,14677
Konarzewo,Konarzewo,Śluby,1719,1848,wielkopolskie,14678
Konarzewo,Konarzewo,Zgony,1718,1848,wielkopolskie,14679
Konin,Konin,Chrzty,1808,1833,wielkopolskie,2529
Konin,Konin,Śluby,1868,1870,wielkopolskie,2494
Konin,Konin,Zgony,1800,1801,wielkopolskie,2530
Konin (ewang.),Konin (ewang.),Chrzty,1866,1876,wielkopolskie,1866
Konin (ewang.),Konin (ewang.),Śluby,1860,1869,wielkopolskie,2000
Konin (ewang.),Konin (ewang.),Zgony,1863,1870,wielkopolskie,2021
Konojad,Konojad,Śluby,1900,1921,wielkopolskie,16780
Kosmów,Kosmów,Chrzty,1810,1911,wielkopolskie,1647
Kosmów,Kosmów,Śluby,1866,1939,wielkopolskie,1649
Kosmów,Kosmów,Zgony,1866,1874,wielkopolskie,1648
Kostrzyn,Kostrzyn,Chrzty,1820,1875,wielkopolskie,301
Kostrzyn,Kostrzyn,Śluby,1818,1899,wielkopolskie,6939
Kostrzyn,Kostrzyn,Zgony,1847,1912,wielkopolskie,374
Kosztowo,Kosztowo,Zgony,1880,1907,wielkopolskie,11849
Koszuty Małe,Koszuty Małe,Śluby,1938,1939,wielkopolskie,11906
Kościan,Kościan,Chrzty,1810,1919,wielkopolskie,12899
Kościan,Kościan,Śluby,1810,1912,wielkopolskie,14993
Kościan,Kościan,Zgony,1810,1912,wielkopolskie,14724
Kościan USC,Kościan USC,Chrzty,1874,1917,wielkopolskie,15192
Kościan USC,Kościan USC,Śluby,1874,1925,wielkopolskie,15193
Kościan USC,Kościan USC,Zgony,1874,1925,wielkopolskie,15194
Kościelec (pow. kaliski),Kościelec (pow. kaliski),Chrzty,1808,1865,wielkopolskie,1644
Kościelec (pow. kaliski),Kościelec (pow. kaliski),Śluby,1808,1865,wielkopolskie,274
Kościelec (pow. kaliski),Kościelec (pow. kaliski),Zgony,1808,1865,wielkopolskie,273
Kościelec (pow. kolski),Kościelec (pow. kolski),Chrzty,1810,1811,wielkopolskie,5741
Kościelec (pow. kolski),Kościelec (pow. kolski),Zgony,1810,1811,wielkopolskie,5742
